order_date,region,net_revenue,profit
2022-06-28,North,198276.6,64809.69
2022-06-28,South,189985.75,60710.35
2022-06-28,West,148807.95,44491.92
2022-06-29,East,175564.6,57586.79
2022-06-29,North,232965.15,78672.81
2022-06-29,South,111208.05,41540.71
2022-06-29,West,183534.8,55693.42
2022-06-30,East,86029.15,28687.68
2022-06-30,North,232902.25,79765.77
2022-06-30,South,123533.45,42408.04
2022-06-30,West,129858.35,44855.409999999996
2022-07-01,East,202540.3,67060.01000000001
2022-07-01,North,133352.9,40620.15
2022-07-01,South,160158.6,51940.159999999996
2022-07-01,West,254458.75,86937.1
2022-07-02,East,181378.9,53094.649999999994
2022-07-02,North,184780.7,64238.85
2022-07-02,South,165033.30000000002,59139.64
2022-07-02,West,108829.84999999999,32659.86
2022-07-03,East,136624.05,42914.72
2022-07-03,North,191962.05,63986.5
2022-07-03,South,170342.65,51545.68
2022-07-03,West,180053.7,52929.979999999996
2022-07-04,East,89034.6,25392.75
2022-07-04,North,95772.65,29679.99
2022-07-04,South,135048.55,43183.659999999996
2022-07-04,West,95267.15,31307.23
2022-07-05,East,121919.3,37354.99
2022-07-05,North,296093.4,92569.32
2022-07-05,South,121024.0,39052.590000000004
2022-07-05,West,172692.85,52718.22
2022-07-06,East,141781.05,46629.54
2022-07-06,North,176277.05,59896.72
2022-07-06,South,144270.6,51955.07
2022-07-06,West,78721.55,26578.93
2022-07-07,East,236738.55,84882.65
2022-07-07,North,226999.44999999998,74340.27
2022-07-07,South,92922.8,32860.17
2022-07-07,West,145384.75,46767.95
2022-07-08,East,165148.6,65950.98
2022-07-08,North,25829.35,7565.02
2022-07-08,South,196152.15,66614.17
2022-07-08,West,344945.25,119853.98
2022-07-09,East,109755.55,37853.5
2022-07-09,North,29935.75,10972.02
2022-07-09,South,110650.1,29346.17
2022-07-09,West,176615.2,52099.37
2022-07-10,East,102909.65,38990.18
2022-07-10,North,197443.5,60855.85
2022-07-10,South,162640.5,60287.47
2022-07-10,West,61080.15,16257.55
2022-07-11,East,122110.6,42056.39
2022-07-11,North,170544.55,56655.89
2022-07-11,South,160296.35,54352.08
2022-07-11,West,133637.15,39413.33
2022-07-12,East,201921.95,57469.07
2022-07-12,North,190288.55,68514.53
2022-07-12,South,153235.45,52026.29
2022-07-12,West,87210.6,30324.63
2022-07-13,East,112161.95,33902.37
2022-07-13,North,111290.2,35954.81
2022-07-13,South,176763.1,51625.2
2022-07-13,West,149033.7,47542.72
2022-07-14,East,223876.45,73640.95
2022-07-14,North,65604.9,26235.199999999997
2022-07-14,South,106056.35,34734.479999999996
2022-07-14,West,247403.25,75213.48
2022-07-15,East,203759.30000000002,70498.95
2022-07-15,North,138281.65,45387.87
2022-07-15,South,103881.25,38474.630000000005
2022-07-15,West,243570.7,74923.99
2022-07-16,East,110727.25,31151.22
2022-07-16,North,102303.4,35166.33
2022-07-16,South,182217.5,54976.12
2022-07-16,West,146459.3,53031.950000000004
2022-07-17,East,197203.15,51043.65
2022-07-17,North,60987.05,20970.85
2022-07-17,South,180690.55000000002,66771.64
2022-07-17,West,168668.0,55680.21
2022-07-18,East,105493.75,31810.71
2022-07-18,North,100044.7,33001.27
2022-07-18,South,95297.4,27133.82
2022-07-18,West,186990.3,59703.25
2022-07-19,East,159126.4,50154.240000000005
2022-07-19,North,221470.3,64441.1
2022-07-19,South,110196.85,36278.82
2022-07-19,West,157525.55,49570.96
2022-07-20,East,136099.05,47818.1
2022-07-20,North,176852.9,54640.2
2022-07-20,South,82723.8,25736.46
2022-07-20,West,230398.15,71212.79000000001
2022-07-21,East,243208.65,80250.56
2022-07-21,North,209514.45,68878.98
2022-07-21,South,183889.5,59075.43
2022-07-21,West,250860.15,75615.09
2022-07-22,East,169016.9,52081.67
2022-07-22,North,201525.44999999998,65323.73
2022-07-22,South,143115.4,46561.840000000004
2022-07-22,West,89834.3,29750.22
2022-07-23,East,114918.8,33086.66
2022-07-23,North,115490.1,33711.07
2022-07-23,South,150677.8,45370.96
2022-07-23,West,242672.45,84867.23
2022-07-24,East,101034.15,28564.34
2022-07-24,North,155629.75,43663.76
2022-07-24,South,155660.95,57525.8
2022-07-24,West,182474.2,54928.38
2022-07-25,East,48023.15,16561.54
2022-07-25,North,106570.6,36591.58
2022-07-25,South,101141.15,36099.020000000004
2022-07-25,West,161338.0,57016.380000000005
2022-07-26,East,90770.45,29752.329999999998
2022-07-26,North,224035.95,69262.68
2022-07-26,South,218356.4,66840.31
2022-07-26,West,242303.05,81575.89
2022-07-27,East,216615.0,64445.229999999996
2022-07-27,North,135621.6,48846.44
2022-07-27,South,59193.05,19788.05
2022-07-27,West,170751.7,52826.61
2022-07-28,East,84082.55,25335.9
2022-07-28,North,168817.95,50561.07
2022-07-28,South,215862.5,72808.91
2022-07-28,West,205789.35,64628.01
2022-07-29,East,246511.25,85962.06
2022-07-29,North,97399.85,27954.81
2022-07-29,South,175590.8,65886.72
2022-07-29,West,125139.4,42947.55
2022-07-30,East,170039.75,48685.69
2022-07-30,North,160839.95,44721.65
2022-07-30,South,195762.45,66134.8
2022-07-30,West,151843.95,50878.66
2022-07-31,East,142576.65,42535.23
2022-07-31,North,160422.6,56062.89
2022-07-31,South,172614.8,56128.24
2022-07-31,West,248270.05,81774.01000000001
2022-08-01,East,170971.4,55291.59
2022-08-01,North,102254.04999999999,38500.9
2022-08-01,South,212898.1,76938.57
2022-08-01,West,157067.5,48412.93
2022-08-02,East,223136.7,71472.89
2022-08-02,North,285617.05,89617.87
2022-08-02,South,120926.1,39123.509999999995
2022-08-02,West,221368.1,67723.04
2022-08-03,East,190173.8,64081.75
2022-08-03,North,146560.2,41534.28
2022-08-03,South,155750.0,42628.27
2022-08-03,West,134212.15,47020.17
2022-08-04,East,328484.9,112252.81
2022-08-04,North,141171.5,46686.04
2022-08-04,South,197350.05000000002,56745.64
2022-08-04,West,212001.8,69806.55
2022-08-05,East,203861.25,61003.19
2022-08-05,North,179118.2,61099.76
2022-08-05,South,163606.75,55594.33
2022-08-05,West,81956.55,30011.18
2022-08-06,East,95898.8,35073.200000000004
2022-08-06,North,160369.2,53727.899999999994
2022-08-06,South,148956.95,50769.619999999995
2022-08-06,West,70770.5,24170.66
2022-08-07,East,90268.3,28382.84
2022-08-07,North,236747.2,77178.67
2022-08-07,South,241000.05,77604.17
2022-08-07,West,151020.45,43261.490000000005
2022-08-08,East,248349.85,87196.26999999999
2022-08-08,North,184426.95,63499.47
2022-08-08,South,238498.15,78451.79000000001
2022-08-08,West,112662.70000000001,30516.730000000003
2022-08-09,East,181741.95,63685.130000000005
2022-08-09,North,184188.05,66591.08
2022-08-09,South,255349.9,83937.28
2022-08-09,West,166607.15,56583.8
2022-08-10,East,117061.4,38459.15
2022-08-10,North,91835.0,29413.829999999998
2022-08-10,South,104450.55,35646.18
2022-08-10,West,135559.1,40089.71
2022-08-11,East,99788.2,34176.8
2022-08-11,North,216455.5,64849.2
2022-08-11,South,142124.55,50718.17
2022-08-11,West,229915.3,84294.55
2022-08-12,East,109479.6,40341.04
2022-08-12,North,84513.2,29706.43
2022-08-12,South,166961.8,59828.49
2022-08-12,West,233382.25,76379.01
2022-08-13,East,170692.7,53442.02
2022-08-13,North,182346.5,60472.73
2022-08-13,South,122251.85,36987.240000000005
2022-08-13,West,310554.8,112186.44
2022-08-14,East,99600.6,31122.51
2022-08-14,North,68811.65,26262.18
2022-08-14,South,228595.1,73524.53
2022-08-14,West,249807.7,82402.16
2022-08-15,East,227884.9,67226.95999999999
2022-08-15,North,144985.85,53195.02
2022-08-15,South,126613.7,42410.88
2022-08-15,West,167682.8,54069.380000000005
2022-08-16,East,117687.95,36781.76
2022-08-16,North,200793.3,65007.89
2022-08-16,South,147298.5,45363.65
2022-08-16,West,197091.5,60625.63
2022-08-17,East,131053.75,44718.72
2022-08-17,North,162290.5,50924.66
2022-08-17,South,185070.2,56832.8
2022-08-17,West,90814.15,27250.65
2022-08-18,East,127129.1,43092.25
2022-08-18,North,236973.6,73717.66
2022-08-18,South,98389.25,33918.62
2022-08-18,West,194165.8,65363.65
2022-08-19,East,97033.4,32362.59
2022-08-19,North,196606.4,68342.01
2022-08-19,South,172937.9,63448.06
2022-08-19,West,155333.8,49377.41
2022-08-20,East,171831.5,53458.17
2022-08-20,North,210146.95,73434.33
2022-08-20,South,210444.55,65481.24
2022-08-20,West,196618.45,74619.46
2022-08-21,East,279843.25,91302.16
2022-08-21,North,244560.75,82327.81
2022-08-21,South,103483.4,32820.3
2022-08-21,West,93592.2,26070.74
2022-08-22,East,165662.75,55933.39
2022-08-22,North,162885.8,54812.04
2022-08-22,South,208957.6,76958.65000000001
2022-08-22,West,185091.3,67123.07
2022-08-23,East,185777.1,56640.49
2022-08-23,North,105716.25,34218.78
2022-08-23,South,135900.75,44655.01
2022-08-23,West,164239.0,54038.03
2022-08-24,East,218950.3,73367.16
2022-08-24,North,161729.19999999998,49685.509999999995
2022-08-24,South,136854.3,53200.58
2022-08-24,West,92299.2,32890.79
2022-08-25,East,159700.5,46146.2
2022-08-25,North,103617.05,34483.659999999996
2022-08-25,South,218289.75,61967.810000000005
2022-08-25,West,151873.0,49020.92
2022-08-26,East,123192.75,38461.51
2022-08-26,North,69423.35,25648.420000000002
2022-08-26,South,128517.05,49514.95
2022-08-26,West,161954.4,59180.490000000005
2022-08-27,East,156994.95,46804.18
2022-08-27,North,198583.6,63754.57
2022-08-27,South,125044.25,32914.74
2022-08-27,West,191451.55,61890.06
2022-08-28,East,180602.25,59531.18
2022-08-28,North,112356.15,34977.23
2022-08-28,South,102708.1,33570.83
2022-08-28,West,232820.55,77782.05
2022-08-29,East,207339.55,65500.4
2022-08-29,North,216206.55,70129.49
2022-08-29,South,120742.65,40423.08
2022-08-29,West,182306.2,64768.659999999996
2022-08-30,East,248921.25,83788.86
2022-08-30,North,154247.3,45065.02
2022-08-30,South,146803.5,47843.049999999996
2022-08-30,West,80984.0,27869.18
2022-08-31,East,117583.4,38100.1
2022-08-31,North,184530.5,62274.409999999996
2022-08-31,South,173396.6,62410.72
2022-08-31,West,174201.65,58219.23
2022-09-01,East,214676.6,71829.29
2022-09-01,North,218761.25,73096.78
2022-09-01,South,159927.85,53600.41
2022-09-01,West,107992.2,34382.28
2022-09-02,East,95472.25,33218.01
2022-09-02,North,329770.0,109039.42
2022-09-02,South,132669.7,46214.54
2022-09-02,West,93569.9,30966.55
2022-09-03,East,132142.4,46825.89
2022-09-03,North,231961.5,76249.67
2022-09-03,South,355873.95,120975.44
2022-09-03,West,137783.75,44846.39
2022-09-04,East,165533.45,51333.99
2022-09-04,North,150489.4,54812.65
2022-09-04,South,166044.5,45613.26
2022-09-04,West,160386.45,57969.57
2022-09-05,East,157413.2,58598.87
2022-09-05,North,129175.85,43434.64
2022-09-05,South,227675.55,65923.45
2022-09-05,West,127773.0,42065.75
2022-09-06,East,104705.95,30641.41
2022-09-06,North,147181.2,44037.32
2022-09-06,South,83441.6,26491.75
2022-09-06,West,213990.05000000002,74718.85
2022-09-07,East,125035.2,39130.69
2022-09-07,North,99198.2,35291.4
2022-09-07,South,75326.55,22216.43
2022-09-07,West,119405.15,39917.07
2022-09-08,East,122657.55,39909.13
2022-09-08,North,147148.35,46979.04
2022-09-08,South,140362.05,50277.71
2022-09-08,West,209946.25,69493.13
2022-09-09,East,91905.9,21910.06
2022-09-09,North,147208.45,45649.32
2022-09-09,South,144504.9,44154.7
2022-09-09,West,57823.7,16621.44
2022-09-10,East,154408.6,49611.11
2022-09-10,North,123836.5,41520.72
2022-09-10,South,220769.75,72839.41
2022-09-10,West,138017.0,46665.9
2022-09-11,East,152450.5,50542.229999999996
2022-09-11,North,276723.45,90508.39
2022-09-11,South,118073.6,41859.26
2022-09-11,West,100368.59999999999,36491.61
2022-09-12,East,196874.25,76551.89
2022-09-12,North,178137.8,52172.17
2022-09-12,South,164171.9,52467.73
2022-09-12,West,156816.45,43661.68
2022-09-13,East,193903.95,64406.26
2022-09-13,North,155788.0,49475.52
2022-09-13,South,252511.85,97763.25
2022-09-13,West,115354.9,36519.23
2022-09-14,East,218477.8,71272.03
2022-09-14,North,165885.75,57461.659999999996
2022-09-14,South,167020.2,52401.22
2022-09-14,West,105609.6,40719.7
2022-09-15,East,177221.55,59315.4
2022-09-15,North,234934.0,87781.21
2022-09-15,South,133146.05,38320.22
2022-09-15,West,101598.5,35693.7
2022-09-16,East,253651.05,74934.48
2022-09-16,North,198358.4,61991.18
2022-09-16,South,284042.4,89934.77
2022-09-16,West,216617.6,68919.16
2022-09-17,East,137335.7,39268.54
2022-09-17,North,157670.1,52486.96
2022-09-17,South,225442.45,72595.31
2022-09-17,West,182311.80000000002,61251.86
2022-09-18,East,108250.5,37612.85
2022-09-18,North,214015.65,59477.69
2022-09-18,South,137109.95,38276.61
2022-09-18,West,342147.1,107125.65999999999
2022-09-19,East,122530.1,44572.759999999995
2022-09-19,North,117355.1,38588.979999999996
2022-09-19,South,191625.2,58726.490000000005
2022-09-19,West,179968.5,52155.11
2022-09-20,East,140751.35,48150.25
2022-09-20,North,169200.5,53039.04
2022-09-20,South,189377.85,61544.32
2022-09-20,West,91626.0,28909.59
2022-09-21,East,205248.9,64419.43
2022-09-21,North,93205.9,30220.910000000003
2022-09-21,South,100335.6,33486.57
2022-09-21,West,151367.5,45370.15
2022-09-22,East,201048.85,58066.7
2022-09-22,North,214287.8,73273.03
2022-09-22,South,107981.8,40280.759999999995
2022-09-22,West,184023.6,57689.4
2022-09-23,East,194937.5,63644.96
2022-09-23,North,171927.25,60028.219999999994
2022-09-23,South,150371.5,52131.95
2022-09-23,West,217187.9,73942.93000000001
2022-09-24,East,95285.65,28109.21
2022-09-24,North,122568.5,35329.76
2022-09-24,South,98386.8,32343.4
2022-09-24,West,162104.85,47487.909999999996
2022-09-25,East,166960.2,56621.44
2022-09-25,North,163115.55,59697.06
2022-09-25,South,165852.55,48240.409999999996
2022-09-25,West,241064.9,79355.23
2022-09-26,East,178556.05,52331.67
2022-09-26,North,174461.8,50983.76
2022-09-26,South,274165.25,94705.63
2022-09-26,West,114053.09999999999,38548.75
2022-09-27,East,187731.0,56026.25
2022-09-27,North,198664.7,61052.34
2022-09-27,South,180503.45,57213.78
2022-09-27,West,171098.9,56850.69
2022-09-28,East,177613.75,51821.31
2022-09-28,North,220038.55000000002,69220.49
2022-09-28,South,165044.65,60478.56
2022-09-28,West,245291.75,71077.08
2022-09-29,East,237017.45,78545.14
2022-09-29,North,84033.1,28403.2
2022-09-29,South,90701.35,31116.02
2022-09-29,West,269191.1,91541.72
2022-09-30,East,223207.3,80234.21
2022-09-30,North,225090.05,73091.87
2022-09-30,South,153264.7,49618.68
2022-09-30,West,157994.2,44731.409999999996
2022-10-01,East,143280.15,42299.22
2022-10-01,North,102839.75,32567.45
2022-10-01,South,173192.45,60701.79
2022-10-01,West,109798.59999999999,33786.38
2022-10-02,East,131062.6,47290.130000000005
2022-10-02,North,176020.5,67346.73
2022-10-02,South,115092.1,42277.76
2022-10-02,West,184483.2,63396.85
2022-10-03,East,90895.85,34037.369999999995
2022-10-03,North,127164.6,38204.55
2022-10-03,South,158161.6,47798.9
2022-10-03,West,213951.5,69334.43000000001
2022-10-04,East,201034.5,73517.44
2022-10-04,North,122195.3,39301.06
2022-10-04,South,170771.75,53733.95
2022-10-04,West,251696.9,83957.94
2022-10-05,East,229089.65,76849.42
2022-10-05,North,115423.1,36664.31
2022-10-05,South,143910.75,43465.74
2022-10-05,West,213426.0,78025.74
2022-10-06,East,196964.8,64284.380000000005
2022-10-06,North,122714.35,43369.52
2022-10-06,South,126084.05,42684.96
2022-10-06,West,130156.2,41054.28
2022-10-07,East,88617.25,32704.280000000002
2022-10-07,North,175589.7,59779.22
2022-10-07,South,61206.15,21118.95
2022-10-07,West,253930.25,78631.49
2022-10-08,East,209192.4,66843.13
2022-10-08,North,131434.2,38262.15
2022-10-08,South,264538.35,94942.48
2022-10-08,West,159333.05,60836.270000000004
2022-10-09,East,157182.15,46606.93
2022-10-09,North,88533.0,25684.79
2022-10-09,South,162545.45,51314.45
2022-10-09,West,141996.1,45291.83
2022-10-10,East,177337.5,51617.61
2022-10-10,North,304229.2,106516.62999999999
2022-10-10,South,91536.55,30168.17
2022-10-10,West,165050.25,50823.41
2022-10-11,East,157245.3,43024.43
2022-10-11,North,138101.45,51736.7
2022-10-11,South,85090.0,25646.53
2022-10-11,West,125758.15,40690.62
2022-10-12,East,128774.75,39329.56
2022-10-12,North,180445.2,47389.369999999995
2022-10-12,South,147276.75,47964.03
2022-10-12,West,215251.75,82463.64
2022-10-13,East,269018.15,98301.44
2022-10-13,North,84528.35,29992.800000000003
2022-10-13,South,124975.9,42791.29
2022-10-13,West,138053.69999999998,44853.85
2022-10-14,East,111548.3,34758.0
2022-10-14,North,69257.65,25905.46
2022-10-14,South,235665.55000000002,74612.62
2022-10-14,West,256893.75,90020.74
2022-10-15,East,204061.80000000002,57857.57
2022-10-15,North,49835.9,18630.5
2022-10-15,South,146836.05,47518.58
2022-10-15,West,194795.85,63419.84
2022-10-16,East,180038.4,60943.34
2022-10-16,North,105758.5,33690.71
2022-10-16,South,171229.4,58366.909999999996
2022-10-16,West,122607.35,38378.94
2022-10-17,East,124514.5,31411.39
2022-10-17,North,156089.3,48753.83
2022-10-17,South,134289.8,44727.35
2022-10-17,West,94101.15,27437.15
2022-10-18,East,43233.0,15956.2
2022-10-18,North,198010.5,62705.65
2022-10-18,South,94025.0,33540.71
2022-10-18,West,126802.20000000001,38039.229999999996
2022-10-19,East,110827.6,32132.2
2022-10-19,North,184057.8,58491.47
2022-10-19,South,174267.5,49522.43
2022-10-19,West,155565.6,55253.35
2022-10-20,East,225437.3,73175.56999999999
2022-10-20,North,291503.15,92919.21
2022-10-20,South,147061.25,50682.17
2022-10-20,West,157907.45,56180.96
2022-10-21,East,133861.3,44941.7
2022-10-21,North,212421.85,68907.65
2022-10-21,South,218470.55000000002,64980.61
2022-10-21,West,109566.95000000001,32504.46
2022-10-22,East,110983.55,36548.72
2022-10-22,North,162064.75,53570.51
2022-10-22,South,198975.8,69413.42
2022-10-22,West,69170.35,18456.15
2022-10-23,East,277864.55,98909.84
2022-10-23,North,159278.1,49433.770000000004
2022-10-23,South,154783.35,51445.94
2022-10-23,West,68846.6,19512.82
2022-10-24,East,215420.69999999998,65978.24
2022-10-24,North,240157.65,74543.34
2022-10-24,South,182525.9,61846.33
2022-10-24,West,189952.65,62493.58
2022-10-25,East,136639.15,37947.59
2022-10-25,North,69640.35,23416.31
2022-10-25,South,145885.55,52039.95
2022-10-25,West,141634.65,46516.11
2022-10-26,East,220229.7,75421.49
2022-10-26,North,51522.2,17023.6
2022-10-26,South,91623.05,31421.3
2022-10-26,West,185505.35,57284.7
2022-10-27,East,146570.35,45179.409999999996
2022-10-27,North,191858.94999999998,64239.97
2022-10-27,South,141966.45,46486.89
2022-10-27,West,192271.9,70051.59
2022-10-28,East,119861.95,40831.98
2022-10-28,North,107994.3,37559.909999999996
2022-10-28,South,158730.9,49012.54
2022-10-28,West,195965.95,61411.31
2022-10-29,East,242118.8,78209.6
2022-10-29,North,190828.8,54361.34
2022-10-29,South,177262.4,56863.2
2022-10-29,West,250011.9,80351.94
2022-10-30,East,118929.7,41435.46
2022-10-30,North,202083.25,67574.47
2022-10-30,South,150269.6,53409.27
2022-10-30,West,161821.75,53778.4
2022-10-31,East,131461.55,45470.78
2022-10-31,North,152831.55,43099.08
2022-10-31,South,193161.05,63479.4
2022-10-31,West,208176.2,64066.979999999996
2022-11-01,East,123806.05,37426.43
2022-11-01,North,112316.65,32419.84
2022-11-01,South,212567.6,68062.99
2022-11-01,West,107450.05,29927.28
2022-11-02,East,110790.2,34742.689999999995
2022-11-02,North,156998.4,53440.75
2022-11-02,South,219729.9,67377.47
2022-11-02,West,88907.9,28500.05
2022-11-03,East,121752.15,38562.33
2022-11-03,North,175849.95,65546.29000000001
2022-11-03,South,84118.45,20930.11
2022-11-03,West,152214.35,50366.15
2022-11-04,East,161935.2,51581.55
2022-11-04,North,159798.1,47992.770000000004
2022-11-04,South,164634.95,56635.04
2022-11-04,West,163419.9,51837.35
2022-11-05,East,116598.1,42340.81
2022-11-05,North,139504.8,41664.25
2022-11-05,South,240647.19999999998,73563.69
2022-11-05,West,156527.45,48664.97
2022-11-06,East,98786.34999999999,30546.4
2022-11-06,North,190512.55,59303.89
2022-11-06,South,140021.7,45335.090000000004
2022-11-06,West,196614.4,63996.24
2022-11-07,East,207746.2,72731.51
2022-11-07,North,128284.7,43135.41
2022-11-07,South,94696.29999999999,33931.020000000004
2022-11-07,West,146909.55000000002,52342.89
2022-11-08,East,187225.55,56756.659999999996
2022-11-08,North,181148.65,55978.03
2022-11-08,South,103022.8,29208.87
2022-11-08,West,46978.0,15572.19
2022-11-09,East,115337.6,35695.2
2022-11-09,North,129420.5,36000.33
2022-11-09,South,111257.4,37198.41
2022-11-09,West,114032.35,34906.07
2022-11-10,East,158139.9,50203.07
2022-11-10,North,133596.75,45294.5
2022-11-10,South,183788.1,58635.78
2022-11-10,West,108708.25,31516.809999999998
2022-11-11,East,128610.5,39409.44
2022-11-11,North,134755.4,43612.58
2022-11-11,South,211721.55,67586.15
2022-11-11,West,128690.1,39540.59
2022-11-12,East,89618.45,33392.2
2022-11-12,North,74596.0,23059.26
2022-11-12,South,177104.35,54889.42
2022-11-12,West,164995.35,44044.77
2022-11-13,East,195012.3,71023.85
2022-11-13,North,177964.6,62463.97
2022-11-13,South,207186.25,74488.76
2022-11-13,West,177452.3,50566.86
2022-11-14,East,244967.25,73239.76
2022-11-14,North,234522.75,68582.23999999999
2022-11-14,South,80113.25,25121.85
2022-11-14,West,112847.15000000001,35664.76
2022-11-15,East,146196.15,40946.18
2022-11-15,North,132643.0,41132.35
2022-11-15,South,166243.45,45345.93
2022-11-15,West,103844.8,31789.760000000002
2022-11-16,East,127244.95,43438.32
2022-11-16,North,195977.15,67003.39
2022-11-16,South,176037.5,66938.13
2022-11-16,West,123677.1,42487.04
2022-11-17,East,277795.05,97187.92
2022-11-17,North,128440.15,41620.54
2022-11-17,South,115516.75,35990.35
2022-11-17,West,79014.4,24685.4
2022-11-18,East,146770.55,53388.72
2022-11-18,North,148808.4,43249.89
2022-11-18,South,244196.35,74866.36
2022-11-18,West,94102.9,30026.2
2022-11-19,East,123920.0,39241.66
2022-11-19,North,187943.15,59732.55
2022-11-19,South,47824.55,13502.779999999999
2022-11-19,West,106280.79999999999,33000.9
2022-11-20,East,173439.35,55465.39
2022-11-20,North,154087.55,48967.25
2022-11-20,South,263509.95,87687.34
2022-11-20,West,142153.65,47756.13
2022-11-21,East,158149.3,52241.53
2022-11-21,North,231345.05,81971.81
2022-11-21,South,84087.25,24776.63
2022-11-21,West,237457.65,70561.83
2022-11-22,East,149963.45,55391.47
2022-11-22,North,47479.5,12550.900000000001
2022-11-22,South,88982.95,33967.12
2022-11-22,West,128418.05,38993.84
2022-11-23,East,171091.4,55038.99
2022-11-23,North,148285.9,50247.57
2022-11-23,South,182013.35,61693.26
2022-11-23,West,222121.65,72123.32
2022-11-24,East,121894.55,37802.03
2022-11-24,North,92688.85,24142.61
2022-11-24,South,191020.65,64001.61
2022-11-24,West,165757.2,48588.96
2022-11-25,East,216456.65,68784.92
2022-11-25,North,276741.0,80533.22
2022-11-25,South,126607.7,33599.51
2022-11-25,West,188707.85,56975.4
2022-11-26,East,123244.6,44484.71
2022-11-26,North,150079.05,45156.71
2022-11-26,South,133731.95,42770.36
2022-11-26,West,184120.55000000002,61385.45
2022-11-27,East,248516.95,78075.39
2022-11-27,North,113872.85,38547.11
2022-11-27,South,159673.0,51889.93
2022-11-27,West,228480.15,72377.38
2022-11-28,East,140891.65,40188.76
2022-11-28,North,47820.45,12616.45
2022-11-28,South,129377.15,45773.71
2022-11-28,West,157637.2,50890.36
2022-11-29,East,198544.6,65890.98999999999
2022-11-29,North,173308.9,60658.22
2022-11-29,South,198184.0,62102.32
2022-11-29,West,150064.1,47068.310000000005
2022-11-30,East,95434.45,31211.68
2022-11-30,North,289486.1,90963.39
2022-11-30,South,152035.2,48246.74
2022-11-30,West,40534.15,13887.53
2022-12-01,East,89918.1,27199.5
2022-12-01,North,185636.45,58135.36
2022-12-01,South,167177.05,52631.299999999996
2022-12-01,West,190837.15,58172.57
2022-12-02,East,250887.85,67771.5
2022-12-02,North,117676.9,39287.7
2022-12-02,South,197055.05000000002,59937.53
2022-12-02,West,271732.7,92511.81999999999
2022-12-03,East,140279.0,48108.04
2022-12-03,North,214019.55,69831.26000000001
2022-12-03,South,134912.35,47187.31
2022-12-03,West,272944.75,90043.91
2022-12-04,East,93992.55,28700.94
2022-12-04,North,220858.35,79092.7
2022-12-04,South,65619.7,21663.21
2022-12-04,West,74592.0,25482.25
2022-12-05,East,224760.7,78855.29
2022-12-05,North,236587.1,68505.27
2022-12-05,South,105014.8,29840.82
2022-12-05,West,148005.15,49216.659999999996
2022-12-06,East,208819.5,71271.35
2022-12-06,North,232318.8,75545.68
2022-12-06,South,153795.5,58613.83
2022-12-06,West,37238.65,12822.880000000001
2022-12-07,East,29602.899999999998,11257.7
2022-12-07,North,246342.7,71992.78
2022-12-07,South,183812.7,58511.24
2022-12-07,West,167146.2,57958.0
2022-12-08,East,174556.9,55264.729999999996
2022-12-08,North,201791.0,63099.590000000004
2022-12-08,South,269121.3,80589.87
2022-12-08,West,142584.0,47101.84
2022-12-09,East,211225.30000000002,67236.49
2022-12-09,North,87877.0,25108.52
2022-12-09,South,246358.3,86039.87
2022-12-09,West,314547.3,98623.66
2022-12-10,East,118659.75,41477.36
2022-12-10,North,163765.8,54142.700000000004
2022-12-10,South,140817.30000000002,50724.770000000004
2022-12-10,West,215914.19999999998,72629.66
2022-12-11,East,105851.25,33316.05
2022-12-11,North,156577.0,50402.97
2022-12-11,South,144315.85,46597.12
2022-12-11,West,82606.1,24941.55
2022-12-12,East,141280.45,42814.33
2022-12-12,North,111461.45,31903.32
2022-12-12,South,185145.35,66302.03
2022-12-12,West,109208.4,35245.23
2022-12-13,East,109177.15,36205.0
2022-12-13,North,68570.7,22994.01
2022-12-13,South,180659.7,52229.56
2022-12-13,West,122873.54999999999,36066.479999999996
2022-12-14,East,124574.35,42775.63
2022-12-14,North,209836.2,70108.8
2022-12-14,South,138570.3,43499.51
2022-12-14,West,172015.2,62838.13
2022-12-15,East,105022.25,33412.15
2022-12-15,North,257727.9,86154.19
2022-12-15,South,106177.85,27824.49
2022-12-15,West,112139.3,30859.29
2022-12-16,East,72802.75,22399.01
2022-12-16,North,114606.65,33406.47
2022-12-16,South,163480.8,56236.34
2022-12-16,West,182183.0,58242.91
2022-12-17,East,122359.0,41316.17
2022-12-17,North,245210.85,84251.59
2022-12-17,South,147155.9,52960.73
2022-12-17,West,272032.9,89159.0
2022-12-18,East,72452.05,22183.93
2022-12-18,North,149248.6,53543.1
2022-12-18,South,121977.05,36890.82
2022-12-18,West,223201.6,76221.36
2022-12-19,East,123360.7,41770.72
2022-12-19,North,140442.15,44734.24
2022-12-19,South,148997.1,41089.43
2022-12-19,West,163219.35,41292.71
2022-12-20,East,142051.5,45628.44
2022-12-20,North,64019.05,21257.66
2022-12-20,South,180250.75,54265.28
2022-12-20,West,181680.75,61007.35
2022-12-21,East,214954.35,69810.25
2022-12-21,North,126919.3,42748.59
2022-12-21,South,80505.6,29006.31
2022-12-21,West,234285.4,75956.59
2022-12-22,East,176288.5,62727.11
2022-12-22,North,52551.9,20269.96
2022-12-22,South,154866.4,44285.9
2022-12-22,West,223391.75,78544.0
2022-12-23,East,246552.75,79066.83
2022-12-23,North,236889.45,72429.15
2022-12-23,South,139614.4,42660.740000000005
2022-12-23,West,226528.7,64087.07
