customer_id,total_revenue,total_orders,total_profit
1838,36261.55,152704,12513.32
1839,94421.3,278631,33407.36
1840,132852.1,247589,44354.26
1841,67301.5,150857,26975.9
1842,28636.3,69045,8464.51
1843,136091.4,400322,42752.909999999996
1844,151458.15,141727,50270.42
1845,46743.7,180334,15944.53
1846,124241.85,301738,43429.79
1847,100763.9,159948,29735.63
1848,161219.6,455970,54400.14
1849,121543.05,184348,30001.809999999998
1850,47160.3,115766,16645.3
1851,124181.05,341715,40681.11
1852,117994.85,315599,45221.06
1853,78026.45,285114,23145.809999999998
1854,101554.7,150600,29426.92
1855,60474.15,220397,21396.37
1856,111124.9,228220,38163.18
1857,180651.75,272776,59680.81
1858,54980.3,294362,19012.149999999998
1859,93589.15,238899,24632.81
1860,144160.25,269959,52489.53
1861,63020.25,131691,20009.8
1862,79024.9,343628,26490.97
1863,124664.25,258948,38776.53
1864,134549.35,228552,43660.29
1865,59225.15,239778,18533.47
1866,60132.95,195240,18450.65
1867,117923.2,260808,37712.11
1868,53414.4,116414,17551.49
1869,146761.0,306033,48710.5
1870,116340.6,211611,34678.59
1871,184462.7,393341,62121.850000000006
1872,86269.8,226152,29267.98
1873,108863.3,363177,27473.66
1874,175637.1,347958,53243.880000000005
1875,93578.7,241010,35616.740000000005
1876,117138.85,204659,39387.71
1877,217496.65,342360,72101.5
1878,88034.15,218252,24401.56
1879,64210.149999999994,201485,16828.38
1880,55859.9,118288,15465.43
1881,101297.84999999999,296374,28488.370000000003
1882,184180.65,249426,57335.43
1883,120679.45,275031,40444.79
1884,71491.55,238376,19287.2
1885,254676.15,274683,82582.83
1886,110706.6,239099,40994.07
1887,105947.15,293690,35588.97
1888,78200.45,192805,28633.21
1889,84318.84999999999,183848,26748.15
1890,55963.05,155825,15422.240000000002
1891,126785.0,227979,42384.61
1892,93324.29999999999,226332,33966.5
1893,85605.7,168307,27352.55
1894,157572.75,267864,54283.4
1895,74890.55,376182,25843.08
1896,123124.29999999999,280528,39413.97
1897,77252.35,201923,26465.28
1898,100330.3,238304,31507.420000000002
1899,121440.75,303752,41423.87
1900,83346.45,207141,22623.68
1901,73344.2,160884,26088.25
1902,79364.5,177225,22362.6
1903,116266.2,343954,35236.54
1904,90042.0,176988,32499.33
1905,53141.95,188113,17258.22
1906,40025.3,186694,12369.86
1907,175599.1,390088,54680.93
1908,112836.95,243871,44801.479999999996
1909,64328.9,96483,16534.1
1910,137154.3,298761,43426.020000000004
1911,126917.35,215713,36748.58
1912,129909.1,223908,35718.58
1913,81231.55,146823,25661.100000000002
1914,74036.2,268817,27566.91
1915,144416.85,314841,50320.299999999996
1916,174843.4,306821,63750.47
1917,106419.3,299911,37045.26
1918,178600.8,424470,56429.05
1919,78106.9,174653,23322.49
1920,46421.8,109300,14918.55
1921,101269.7,345655,33176.06
1922,152477.0,326085,50140.79
1923,62397.25,178540,20662.22
1924,33088.4,192549,9592.55
1925,86239.2,183383,27984.48
1926,104560.7,213273,32770.63
1927,134567.05,257791,42932.03
1928,22006.65,68582,7758.950000000001
1929,112069.65,213716,35283.15
1930,132182.95,256532,45130.64
1931,167990.75,498525,54025.22
1932,90786.8,93908,25448.6
1933,92648.25,200704,32309.72
1934,35937.0,140194,15192.2
1935,224239.3,436827,70448.97
1936,98236.5,285517,34439.99
1937,92015.8,163041,29451.85
1938,142921.15,200203,52386.02
1939,121351.35,201244,34748.490000000005
1940,180540.3,370996,59787.36
1941,150104.85,311803,51845.45
1942,141530.0,263985,45970.05
1943,60050.4,151362,19805.32
1944,123134.75,160367,35366.86
1945,66177.8,250901,18530.94
1946,98747.7,215989,27600.01
1947,138767.2,262222,48100.6
1948,98476.8,277101,33328.35
1949,84405.5,224567,26004.07
1950,160725.4,359461,53215.5
1951,91518.5,226223,28421.99
1952,100631.75,265803,31726.65
1953,69994.25,71367,18642.98
1954,110304.35,302571,37179.24
1955,131655.7,251615,37934.22
1956,95798.45,299999,35661.84
1957,149849.05000000002,251871,47962.7
1958,145184.85,359687,43253.53
1959,170454.4,238618,56776.0
1960,88245.4,238349,26540.7
1961,207475.19999999998,371183,71139.99
1962,166068.65,169200,45470.45
1963,87386.15,338450,23263.4
1964,104793.79999999999,304935,29226.43
1965,53848.75,226530,17686.84
1966,49180.85,189306,19027.03
1967,102814.4,103648,30526.14
1968,143208.9,179635,49985.61
1969,161518.25,314685,54128.55
1970,78788.4,176181,25227.760000000002
1971,101099.3,217598,37243.4
1972,46619.8,149541,14371.17
1973,132310.15,289976,42278.729999999996
1974,170296.3,295907,47720.25
1975,69638.6,252936,18721.24
1976,51935.8,258184,17041.03
1977,73517.0,214015,20068.3
1978,131984.0,390702,37327.0
1979,97889.85,247548,31981.93
1980,51960.65,124208,19395.29
1981,75725.25,265187,23643.81
1982,182532.75,410663,52831.96
1983,97195.5,345910,29481.35
1984,99568.0,260142,27766.25
1985,108420.35,248643,34191.77
1986,192173.6,425108,64629.36
1987,147646.6,439741,51967.09
1988,177720.6,275621,60427.43
1989,148738.8,497677,49436.32
1990,45811.2,149200,10749.810000000001
1991,123909.45,182816,37220.74
1992,45523.950000000004,189022,13961.64
1993,113487.45,416500,31951.45
1994,182978.65,351143,60865.03
1995,153993.3,247173,48403.48
1996,117048.5,200244,39903.86
1997,67805.4,172828,22745.26
1998,45254.2,30068,12686.21
1999,65818.25,141215,18604.18
2000,44747.2,189284,13968.05
2001,92080.25,222895,28141.59
2002,44279.700000000004,242236,16329.44
2003,55733.850000000006,100900,21709.19
2004,140260.2,381915,55007.69
2005,126049.85,333551,40604.43
2006,105753.25,181946,36853.399999999994
2007,105851.4,307131,33196.84
2008,114990.85,104768,38162.79
2009,182804.65,256940,62428.36
2010,83440.4,167226,25133.33
2011,85650.7,202946,26743.56
2012,157394.3,299150,54555.270000000004
2013,127660.9,249718,42845.75
2014,76755.75,128057,25695.370000000003
2015,173286.9,381843,60132.35
2016,103383.6,280643,33691.51
2017,115603.65,149109,31318.39
2018,121303.3,356993,42501.0
2019,118677.55,216155,38461.24
2020,210025.15,453423,71588.37
2021,78957.1,249171,26004.3
2022,118223.45000000001,189559,41142.979999999996
2023,307886.7,511875,96889.07
2024,107203.65000000001,317046,35893.53
2025,102924.05,214252,33330.45
2026,186787.8,392325,59411.26
2027,105048.09999999999,153666,39745.38
2028,182622.3,261862,62597.36
2029,71615.3,251953,23208.7
2030,82641.45,330055,27848.27
2031,85912.8,174318,27317.02
2032,147806.15,243016,48729.97
2033,104333.5,345532,30775.260000000002
2034,68199.2,167870,23566.21
2035,87277.9,211498,30355.18
2036,13483.6,128327,4144.110000000001
2037,125616.5,270159,37300.34
2038,71121.15,144394,19556.38
2039,74787.1,385328,25268.53
2040,97720.8,151070,38383.99
2041,113175.5,213293,33184.44
2042,53872.5,106021,15204.48
2043,129132.1,158075,34295.84
2044,180058.75,218414,51053.19
2045,95665.0,199649,30691.940000000002
2046,24107.1,197319,7665.6
2047,49238.600000000006,106569,15887.490000000002
2048,177993.85,452775,61975.87
2049,159643.3,236634,50060.12
2050,124612.75,335879,37360.92
2051,141209.4,329542,41578.729999999996
2052,145056.25,401420,43845.53
2053,63758.3,184376,18449.1
2054,43410.1,159558,16485.3
2055,46475.65,260845,12582.81
2056,118679.20000000001,245812,38080.47
2057,81845.95,146145,27627.72
2058,154647.9,247977,44255.06
2059,109617.95,232138,37683.270000000004
2060,35932.100000000006,51222,13737.17
2061,179632.95,452281,64343.65
2062,162504.5,331284,52686.840000000004
2063,92211.7,221783,28363.77
2064,154994.1,203685,46219.36
2065,105074.9,319493,27134.9
2066,59144.3,252853,21257.6
2067,141406.1,352334,52264.59
2068,234654.6,330532,84425.66
2069,171392.75,335947,52013.29
2070,51056.9,117594,15941.97
2071,139084.95,327117,43380.53
2072,168001.15,413055,54584.87
2073,103537.05,290906,33627.66
2074,191688.45,452406,67349.56
2075,94676.65,241410,25085.29
2076,117188.0,191647,38264.61
2077,78014.05,138385,23295.29
2078,144329.5,244275,56094.32
2079,67771.65,160677,21790.96
2080,152531.6,315281,51954.45
2081,196595.75,387053,63156.049999999996
2082,132086.55,262661,45172.26
2083,145279.45,337183,49807.03
2084,113873.6,214624,33274.02
2085,62930.649999999994,246730,23319.9
2086,82157.75,94765,20704.079999999998
2087,77494.5,213748,24695.149999999998
2088,196498.95,318536,67187.87000000001
2089,62067.600000000006,63099,20536.100000000002
2090,132762.15,307664,44545.83
2091,77515.40000000001,283507,21936.329999999998
2092,94764.8,193528,30413.25
2093,148943.4,365777,52440.0
2094,100382.25,274796,33364.340000000004
2095,116850.4,218198,42658.490000000005
2096,134916.45,278785,45181.03
2097,116215.75,156853,35678.02
2098,172836.75,322643,56491.54
2099,95709.25,251039,33530.91
2100,104253.20000000001,303082,27410.08
2101,17807.9,62355,5337.07
2102,30701.2,175813,10518.24
2103,127218.25,276851,39491.56
2104,121562.95,224941,41878.64
2105,66713.5,246847,25418.27
2106,169063.15,345771,52578.88
2107,167636.15,287867,54583.12
2108,172887.45,283649,66776.34
2109,133494.5,301978,41239.41
2110,91032.1,179230,36616.18
2111,91119.65,93412,28713.54
2112,60994.55,208470,20825.120000000003
2113,84095.7,172719,31180.81
2114,144992.6,348028,40657.04
2115,80460.3,255964,23630.010000000002
2116,99795.3,359299,28921.34
2117,184636.45,293242,57682.909999999996
2118,110624.35,334755,39608.799999999996
2119,132609.7,233239,40560.020000000004
2120,113143.9,302088,33270.840000000004
2121,167157.8,298269,54726.329999999994
2122,80301.8,119962,18962.76
2123,124254.5,268206,37448.24
2124,129448.5,284675,48548.91
2125,119477.1,226304,39079.94
2126,101651.45,170604,31846.789999999997
2127,173068.5,222065,50640.86
2128,114489.65,169423,37040.63
2129,109268.0,251489,35950.08
2130,194721.7,240991,62576.75
2131,159405.75,183688,50366.99
2132,192313.6,426447,64475.44
2133,89224.35,259469,28808.21
2134,42227.3,115956,13598.13
2135,162202.25,317621,54236.899999999994
2136,79890.15,71317,25491.86
2137,66087.8,131845,18912.03
2138,143087.4,367348,47944.22
2139,147818.35,334792,51378.83
2140,108441.3,286063,31917.72
2141,78696.1,238779,25655.0
2142,87029.95,231355,31638.25
2143,105734.6,188065,37050.0
2144,170092.8,321401,58222.64
2145,152040.2,357436,52057.26
2146,48310.95,205002,14499.25
2147,151937.9,305552,50573.32
2148,69480.7,250366,22087.35
2149,166528.15,346622,53199.71
2150,52845.35,151701,17688.01
2151,49134.9,124820,18057.93
2152,97803.9,205827,31679.89
2153,74759.25,156081,21392.25
2154,52899.25,148971,13790.789999999999
2155,130535.7,146074,42953.96
2156,76837.25,203243,24687.04
2157,143480.0,203220,48715.2
2158,81639.95,300061,22931.96
2159,67482.95,220542,20979.78
2160,221637.85,434281,79264.03
2161,182201.65,363769,71572.6
2162,96974.1,188034,27282.74
2163,128764.35,287122,47907.0
2164,104999.0,214801,29129.44
2165,8500.0,7330,2395.9900000000002
2166,108023.35,151122,34807.99
2167,13276.400000000001,131745,3943.85
2168,81359.15,200975,26946.07
2169,127555.75,308889,44126.78
2170,74962.15000000001,219847,27251.5
2171,200243.7,294993,68005.51
2172,93688.95,311174,30222.0
2173,142069.45,256010,47797.31
2174,195042.35,364647,72410.86
2175,118409.45,401370,40338.29
2176,69723.8,79891,19977.5
2177,239729.8,399242,79554.2
2178,61048.55,183877,19090.25
2179,126415.2,310159,45490.200000000004
2180,84519.55,271278,27463.11
2181,139364.75,209030,42291.96
2182,107053.4,238967,36631.770000000004
2183,37009.5,150527,11522.32
2184,117979.95000000001,247481,36574.54
2185,198426.45,235740,65908.87
2186,110898.4,244191,34654.49
2187,177484.4,252683,51098.01
2188,213775.45,280801,66889.03
2189,156866.40000000002,383765,50816.33
2190,156895.65,368801,51030.55
2191,93783.65,223937,32039.79
2192,148919.45,371507,46157.02
2193,171556.65,398810,54754.92
2194,107642.3,400701,33146.79
2195,93432.0,293978,29994.510000000002
2196,35422.3,28505,12829.66
2197,164218.5,356855,56975.83
2198,86194.9,207840,31132.58
2199,51789.1,126707,12870.9
2200,95728.0,156824,30204.29
2201,55083.25,125806,15023.289999999999
2202,105489.25,264137,36743.1
2203,135475.4,311266,40496.55
2204,110214.8,321698,38469.95
2205,63443.2,157102,18252.95
2206,93541.6,242497,26476.09
2207,47829.350000000006,144491,13064.57
2208,160521.5,274466,50598.17
2209,134606.6,367023,47284.08
2210,175890.8,402434,55273.82
2211,101681.85,274768,33990.9
2212,80920.8,222690,26774.31
2213,93876.8,142171,32269.14
2214,149971.4,343605,52039.579999999994
2215,74161.65,246071,29030.79
2216,73210.3,155532,23454.09
2217,84257.2,321504,25407.17
2218,87232.55,216693,29045.73
2219,29185.85,172759,10569.8
2220,145048.85,390968,50797.74
2221,115115.95,136488,37075.04
2222,135190.85,309699,42752.29
2223,98320.7,195258,35221.11
2224,99121.25,211951,33451.04
2225,99509.1,125238,30547.11
2226,41806.5,147721,15248.16
2227,140495.2,448441,51401.64
2228,80513.15,164307,24232.0
2229,129119.0,256159,42236.32
2230,137344.1,224760,40404.13
2231,96511.0,205945,31286.11
2232,136384.65,279080,43076.72
2233,100039.5,178166,27738.73
2234,152824.85,360953,48653.43
2235,120393.75,279069,36506.82
2236,147233.6,339778,51515.45
2237,65492.05,166774,22859.52
2238,119684.35,161916,38485.53
2239,61797.65,152190,24235.25
2240,151220.7,254476,53125.18
2241,59799.5,329045,18215.86
2242,135386.75,327758,47023.91
2243,54416.8,115444,19367.73
2244,108315.2,163325,35882.11
2245,176885.0,242309,52423.16
2246,37212.600000000006,72256,10078.35
2247,143733.75,291906,47156.76
2248,101303.8,230889,31934.38
2249,86577.25,253513,28910.43
2250,73983.75,205077,26002.32
2251,72209.2,149702,26224.08
2252,80761.55,320089,25666.72
2253,133705.75,303397,41015.81
2254,122383.3,378211,42650.28
2255,102332.1,130238,36715.49
2256,192277.05,368490,55868.42
2257,47021.3,178007,13083.44
2258,87584.6,118562,27714.95
2259,99410.85,193487,32957.44
2260,141517.1,315257,47435.66
2261,167940.15,223984,59403.020000000004
2262,105209.35,128555,35826.06
2263,127419.6,236644,42594.62
2264,82233.25,153303,28790.25
2265,80794.4,254170,23385.719999999998
2266,81146.85,221744,26909.26
2267,166112.8,412411,54380.08
2268,116476.9,220000,39141.41
2269,77713.95,214208,27429.98
2270,146407.75,248138,50134.31
2271,165865.3,208346,54717.62
2272,110176.9,230998,33103.69
2273,173806.7,291035,48525.0
2274,63303.25,219628,24107.0
2275,62811.85,80376,22219.77
2276,124075.9,319998,36883.2
2277,215706.15,292068,68837.09999999999
2278,95440.0,306568,28433.63
2279,131012.4,218047,45480.47
2280,210664.9,330528,72666.48
2281,103420.95,183281,28693.07
2282,160926.7,267649,47229.450000000004
2283,41027.2,82691,10709.65
2284,122895.3,127360,33082.6
2285,93460.7,189512,34745.3
2286,161975.69999999998,287515,54818.03
2287,176508.85,274526,56155.1
2288,249481.05,491361,80911.88
2289,94728.9,240138,29913.11
2290,103981.95,160947,26388.019999999997
2291,152059.2,380375,53501.37
2292,43312.55,292561,12892.52
2293,98101.59999999999,235647,32517.760000000002
2294,117914.3,335475,38408.0
2295,85107.6,218756,26851.06
2296,219843.9,376701,74489.7
2297,84831.3,96024,27476.910000000003
2298,145621.5,356296,51935.73
2299,192470.6,331474,56859.9
2300,91997.9,229057,28598.16
2301,68552.05,197605,25659.67
2302,135271.5,228005,46546.86
2303,61772.95,146761,19586.44
2304,116972.05,296913,36065.55
2305,130899.85,192668,37126.81
2306,117298.70000000001,170106,32153.22
2307,211017.95,308351,71343.79
2308,141243.35,251256,50236.43
2309,195028.25,438684,56186.71
2310,57898.65,169832,18576.73
2311,130180.65,254803,43737.53
2312,179687.5,314854,56917.64
2313,88129.8,236071,29347.95
2314,62264.15,107528,22494.15
2315,145497.25,308799,49828.31
2316,167308.65,328095,56531.31
2317,121640.0,183949,32519.45
2318,75418.55,196053,22932.19
2319,100551.40000000001,242775,30607.170000000002
2320,196908.65,424650,71781.44
2321,163863.65,312623,47434.53
2322,23847.300000000003,68147,6288.42
2323,148648.9,209631,46212.090000000004
2324,109496.6,164580,33055.79
2325,141250.65,292840,43837.5
2326,62941.35,214157,21762.26
2327,126782.0,195867,39770.33
2328,103619.0,320030,34573.09
2329,155616.75,162747,50538.58
2330,147564.9,337379,45914.869999999995
2331,129635.40000000001,246833,39008.159999999996
2332,46588.6,101619,14304.89
2333,123440.65,249376,39572.16
2334,85308.8,155891,21939.12
2335,97744.55,294059,31059.78
2336,158249.55,342011,44566.33
2337,67603.35,176614,21153.19
2338,105440.95,302237,37391.83
2339,131108.2,170105,40075.53
2340,168760.15,283418,53427.6
2341,107067.05,498269,31133.65
2342,157778.35,361021,45717.48
2343,128608.35,190770,39497.61
2344,168757.2,228058,55382.81
2345,208055.3,301951,76980.77
2346,99876.65,252262,34703.74
2347,144725.7,250863,47182.49
2348,202892.3,274206,65712.63
2349,67955.95,255640,23116.010000000002
2350,158108.25,322389,48249.33
2351,163978.65,201782,59210.78
2352,107293.05,177776,28557.11
2353,152228.0,317599,46254.549999999996
2354,53896.100000000006,88821,15523.98
2355,137247.45,181044,49452.17
2356,120422.95,254266,43018.11
2357,147520.9,346510,49768.81
2358,95691.95,199038,34257.07
2359,168397.85,350796,48995.37
2360,130989.5,360643,45309.35
2361,67174.25,267880,22393.15
2362,100632.15,255951,38628.8
2363,104123.45,132887,31232.09
2364,108012.4,178941,39459.46
2365,86209.35,222335,26456.58
2366,47422.049999999996,189561,17441.239999999998
2367,167630.95,366687,57458.67
2368,66351.7,154832,23900.48
2369,108902.55,181153,34582.18
2370,60739.3,131120,17566.63
2371,149896.85,294257,52327.91
2372,142553.1,376920,51593.0
2373,140944.85,263140,47475.64
2374,112552.3,209899,33596.51
2375,144692.25,315268,45088.65
2376,29351.45,134198,10802.75
2377,68846.9,194654,24560.16
2378,89065.3,98997,24626.190000000002
2379,196679.8,376843,62294.850000000006
2380,71537.15,196731,21376.78
2381,139458.2,295392,40659.28
2382,164447.9,439943,52431.32
2383,127699.65,409459,41260.57
2384,93815.8,167781,34039.2
2385,170631.0,417637,58635.31
2386,84185.4,159283,27492.14
2387,113636.85,257673,34748.11
2388,109262.5,211845,35397.15
2389,50342.45,141896,19144.35
2390,90250.15,204748,27956.95
2391,101002.5,117590,31758.550000000003
2392,172804.25,306117,56553.49
2393,102505.1,309052,32038.699999999997
2394,68013.4,228250,21921.96
2395,98623.55,229953,35951.799999999996
2396,150552.6,307472,48857.75
2397,173977.85,201753,50490.92
2398,111747.95,189816,33580.25
2399,152729.65,304948,46225.96
2400,175195.15,292464,50997.76
2401,127359.3,214071,45289.740000000005
2402,107589.9,193027,35692.979999999996
2403,194360.5,414282,64359.32
2404,106883.85,265445,36096.56
2405,260567.55,306830,87957.02
2406,67884.45,325193,24937.99
2407,24426.25,64253,7153.870000000001
2408,103294.95,142713,33638.78
2409,161261.1,409038,53220.5
2410,75461.1,189135,19499.3
2411,51208.7,151050,16973.77
2412,94053.95,140087,27335.16
2413,64395.55,139994,20083.49
2414,80961.4,209150,25115.010000000002
2415,88825.65,113037,23107.22
2416,120715.25,194400,34693.91
2417,100491.5,290193,29108.39
2418,113834.95,305899,36239.62
2419,116574.3,290268,38307.13
2420,89689.25,145457,27835.11
2421,86423.2,130798,25518.21
2422,75378.5,196359,28339.71
2423,112380.85,339691,36062.68
2424,23263.6,113342,6009.64
2425,154573.3,265347,58453.92
2426,106992.45,214524,31978.85
2427,252214.65,275932,83669.67
2428,86665.35,212295,32486.91
2429,104513.4,276173,33132.73
2430,78030.7,92659,26279.04
2431,101338.6,362416,34208.89
2432,217237.05,543127,65326.07
2433,228972.9,595530,79114.29
2434,130519.8,202073,44711.19
2435,66850.6,164287,26333.85
2436,160250.05,319926,53334.53
2437,154227.5,356518,51036.79
2438,85568.75,186197,34803.33
2439,151326.2,479323,50788.36
2440,170738.65,344104,59388.96
2441,145186.6,254281,47139.01
2442,175161.0,468040,58973.51
2443,103210.75,213217,31111.45
2444,129296.35,331713,39635.35
2445,183674.8,289780,61950.95
2446,171314.1,244175,58488.28
2447,19602.1,122569,6179.47
2448,110649.0,204696,34179.87
2449,161321.5,241829,55706.75
2450,157411.55,221859,49568.85
2451,100181.75,169278,30229.239999999998
2452,67997.8,112952,22581.420000000002
2453,155956.9,301469,49340.85
2454,112972.3,183199,38343.01
2455,136162.85,270031,49061.4
2456,142382.65,262910,52317.21
2457,136680.9,414745,41027.36
2458,163451.05,236917,57483.03
2459,110428.85,212502,32571.170000000002
2460,169865.35,472762,46384.77
2461,80943.25,229334,26509.52
2462,81362.5,197924,24901.739999999998
2463,112201.8,170340,35671.51
2464,123705.4,270798,40031.16
2465,228961.6,511119,78740.95
2466,56184.55,176989,19214.18
2467,110248.40000000001,211034,42193.69
2468,129371.05,249946,47531.9
2469,96796.25,296704,31596.460000000003
2470,161495.85,284745,51452.659999999996
2471,198690.2,251881,66781.21
2472,46609.95,166999,14139.82
2473,123075.1,221509,39258.43
2474,55327.55,183836,17004.83
2475,168136.7,228877,42428.99
2476,38496.25,133092,13371.53
2477,55493.45,219347,18572.649999999998
2478,145452.5,289919,45286.67
2479,166959.85,377941,57842.42
2480,140659.05,259970,44769.38
2481,73988.90000000001,146157,23209.21
2482,180573.6,382759,57332.06
2483,87907.65,199850,29100.17
2484,53796.15,172726,20347.09
2485,126210.5,399424,40371.57
2486,87024.1,301094,31707.28
2487,178037.6,208462,62353.21
2488,62047.8,189707,22946.95
2489,150149.05,357019,45178.83
2490,120322.85,216503,40160.79
2491,55771.45,140179,17749.93
2492,92622.90000000001,280161,38740.75
2493,67361.85,265256,21703.63
2494,206214.5,254584,73982.45
2495,113307.15,326857,38625.340000000004
2496,77146.9,150346,20940.98
2497,100626.25,226140,29837.88
2498,88084.85,195145,22146.78
2499,152352.95,331127,44582.4
2500,77524.15,278741,22747.62
2501,207230.6,269379,68233.0
2502,91400.7,240379,33209.25
2503,98790.29999999999,278203,33741.56
2504,88821.04999999999,183673,30071.27
2505,207301.95,533932,68603.29
2506,117164.0,211563,42745.17
2507,35369.8,117949,10973.79
2508,66315.45,181530,24367.38
2509,206353.45,395037,66371.32
2510,80582.75,180355,21999.67
2511,176699.09999999998,230722,59253.15
2512,102441.85,339971,34912.88
2513,100568.85,198364,34522.2
2514,98635.05,194444,34044.07
2515,147939.1,383084,48221.04
2516,99533.3,206317,29569.01
2517,59779.95,182612,17523.72
2518,140237.9,242601,51436.53
2519,119680.7,274594,39277.19
2520,57898.1,235567,21278.870000000003
2521,158969.85,356502,50699.05
2522,84970.9,225636,29172.62
2523,120835.9,266621,43241.79
2524,100819.85,323901,30563.0
2525,56076.8,161477,19024.03
2526,72285.6,292187,24532.45
2527,140511.4,198578,48614.35
2528,88221.75,252011,26750.85
2529,147818.5,344165,54378.19
2530,80514.15000000001,225493,21478.32
2531,192470.25,437972,61167.060000000005
2532,121117.9,191088,41152.0
2533,190410.85,249988,57147.96
2534,192659.5,342894,65321.24
2535,108669.59999999999,133259,31714.04
2536,164860.65,296191,63238.05
2537,170472.25,308730,48069.4
2538,131012.85,280382,43589.31
2539,14271.2,85593,4594.7
2540,123241.35,202783,42866.3
2541,114241.65,211728,40520.91
2542,62826.1,151623,19252.68
2543,91488.0,185285,29637.58
2544,116238.85,216468,42403.53
2545,196791.45,345815,64145.15
2546,86816.6,337795,31225.03
2547,133858.95,345407,37658.98
2548,49084.1,126123,19520.57
2549,99986.0,133150,36730.42
2550,77182.3,339651,23372.45
2551,115449.7,409399,37795.23
2552,118936.3,204395,32233.58
2553,111877.95,233937,36561.229999999996
2554,91884.05,164137,30443.75
2555,124259.4,275767,40146.25
2556,51013.45,166658,12743.85
2557,119883.6,254765,39270.740000000005
2558,123747.04999999999,213642,41530.94
2559,43916.95,201311,13915.81
2560,48083.35,91334,14531.380000000001
2561,92986.55,176915,35097.0
2562,114323.6,272958,36187.53
2563,111612.0,246976,41874.77
2564,144593.85,312845,46470.04
2565,131932.15,197776,42954.51
2566,69897.2,181437,20633.32
2567,208050.2,391641,67661.18000000001
2568,126029.55,260166,40182.65
2569,82105.85,209668,25619.370000000003
2570,92565.35,164944,32174.22
2571,148938.35,192922,49469.9
2572,123038.0,239373,38778.9
2573,115592.4,321208,40796.52
2574,192599.15000000002,262906,73889.13
2575,142755.75,348578,41486.48
2576,128990.9,239630,42823.72
2577,141292.5,476167,44266.4
2578,134083.65,211894,40501.65
2579,147032.35,302367,41772.36
2580,98242.9,187590,29822.91
2581,54792.05,56861,20023.96
2582,79361.25,208351,28328.049999999996
2583,92825.85,332071,26309.38
2584,112408.3,292758,38099.46
2585,84416.8,195941,31279.75
2586,229618.6,276255,81040.81
2587,171449.9,274507,59009.770000000004
2588,109799.0,262902,40724.56
2589,110808.5,324868,38832.69
2590,140298.25,284734,38848.2
2591,79421.45,222608,22333.45
2592,82854.55,174547,23668.190000000002
2593,124074.59999999999,280975,45448.08
2594,37006.15,202641,10720.210000000001
2595,148959.85,300670,58641.29
2596,120722.9,231666,38144.020000000004
2597,87042.0,230997,32070.879999999997
2598,196064.65,244541,70647.35
2599,140675.85,274606,51478.32
2600,121225.9,350735,39834.1
2601,121521.4,203242,43766.82
2602,55090.2,114568,18483.22
2603,134544.1,283482,37703.9
2604,99102.9,201892,32391.29
2605,89269.3,195509,30953.44
2606,133283.0,204431,44105.72
2607,69800.0,292055,21574.27
2608,200618.55,386453,64504.21
2609,70946.75,130623,23944.379999999997
2610,120801.7,197486,41182.560000000005
2611,197200.5,512168,69300.95
2612,116496.34999999999,208540,33271.8
2613,106637.3,263970,32952.86
2614,129718.6,408007,40587.69
2615,184908.6,329826,64545.5
2616,151730.2,398755,50339.69
2617,97991.9,236372,28266.08
2618,135848.2,228804,38274.34
2619,124192.3,265205,43213.99
2620,233099.55,418939,77290.39
2621,202404.4,440490,68182.20999999999
2622,124372.05,208724,41857.87
2623,87242.90000000001,178788,32433.58
2624,124262.79999999999,220002,43801.32
2625,76126.65,291497,26003.43
2626,137333.45,421623,47528.89
2627,89182.15,201655,27978.46
2628,24341.5,92213,9962.78
2629,119912.4,409158,42149.03
2630,63374.85,298749,21636.35
2631,61325.3,110321,21801.0
2632,151602.5,315043,43927.770000000004
2633,165836.0,333235,54705.41
2634,130052.1,262148,43377.25
2635,104234.75,239367,33542.24
2636,141867.6,362797,46277.63
2637,108659.6,192921,33118.94
2638,83022.3,210165,25819.690000000002
2639,118667.1,359541,30675.769999999997
2640,106048.95,273088,36935.61
2641,82847.55,226110,28864.949999999997
2642,103115.4,275712,30174.5
2643,107421.95,165520,39159.28
2644,86125.8,192659,31321.989999999998
2645,102760.1,152283,32808.86
2646,116107.05,330013,33634.39
2647,188342.8,288722,68758.92
2648,118867.55,197121,42112.61
2649,47693.35,156953,15953.369999999999
2650,102935.15,225351,35993.3
2651,123689.95,159622,38487.69
2652,53902.5,93830,14467.4
2653,79263.35,273618,25966.36
2654,214655.2,390239,70240.52
2655,86276.85,272667,30424.82
2656,230248.1,331772,71855.28
2657,57221.5,229985,19541.87
2658,133374.2,378514,44654.02
2659,129143.45,193134,44509.15
2660,110491.25,157872,31695.489999999998
2661,119272.3,218555,35796.56
2662,105992.0,184761,35910.73
2663,103297.1,193406,33041.380000000005
2664,163732.75,310977,48330.590000000004
2665,128288.1,184586,39549.54
2666,143950.55,289540,47176.270000000004
2667,77990.8,270138,26860.11
2668,102585.1,323535,37733.94
2669,74504.95,207028,26727.02
2670,142686.2,325024,49225.83
2671,108277.1,211395,34911.049999999996
2672,71372.4,143810,28253.14
2673,101465.75,268727,35172.11
2674,63874.05,164350,17864.38
2675,87259.95,161783,29333.13
2676,95402.8,358089,31070.16
2677,89462.1,264838,28959.91
2678,54712.25,185640,17770.36
2679,52628.65,181166,15879.46
2680,184959.95,324166,64428.25
